Year,Units,Value
2015,мол-H - ион/литр,8.65
2016,мол-H - ион/литр,8.49
2017,мол-H - ион/литр,8.77
2018,мол-H - ион/литр,8.74
2019,мол-H - ион/литр,8.54
2020,мол-H - ион/литр,8.74
2021,мол-H - ион/литр,8.48
2022,мол-H - ион/литр,8.47
2023,мол-H - ион/литр,8.62
